Brand Name,Parent Company,Type of Product,Type of Material,Layers,Total Count,City,Provinces,Time of Audit,Specifics of Audit
ROSI,UNKNOWN,FOOD PACKAGING,PP,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
KECAP ABC,ABC,FOOD PACKAGING,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
AQUA,DANONE,FOOD PACKAGING,PET,SINGLE LAYER,10,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
AQUA,DANONE,FOOD PACKAGING,PET,SINGLE LAYER,11,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
TORPEDO,"FASHION FOOD CO.,LTD.",FOOD PACKAGING,PP,SINGLE LAYER,5,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
CLEO,TANOBEL FOOD,FOOD PACKAGING,PP,SINGLE LAYER,8,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
PRIMA MINERAL,PT. SINAR SOSRO,FOOD PACKAGING,PET,SINGLE LAYER,12,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
PRIMA MINERAL,PT. SINAR SOSRO,FOOD PACKAGING,PET,SINGLE LAYER,2,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
WALLS,UNILEVER,FOOD PACKAGING,PP,SINGLE LAYER,2,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
UNKNOWN,UNBRANDED,FOOD PACKAGING,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
DUTA,TIRTA REZEKI DEWATA,FOOD PACKAGING,PP,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
TEH PUCUK,MAYORA INDAH,FOOD PACKAGING,PET,SINGLE LAYER,7,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
TEH PUCUK,MAYORA INDAH,FOOD PACKAGING,PET,SINGLE LAYER,2,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
CELEBES,UNKNOWN,FOOD PACKAGING,PP,SINGLE LAYER,2,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
SPRITE,THE COCA-COLA COMPANY,FOOD PACKAGING,PET,SINGLE LAYER,6,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
SPRITE,THE COCA-COLA COMPANY,FOOD PACKAGING,PET,SINGLE LAYER,2,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
FRUIT TEA,SINAR SOSRO,FOOD PACKAGING,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
FRUIT TEA,SINAR SOSRO,FOOD PACKAGING,PET,SINGLE LAYER,2,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
J5,UNKNOWN,FOOD PACKAGING,PP,SINGLE LAYER,2,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
K6,UNKNOWN,FOOD PACKAGING,PP,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
VIT,TIRTA INVESTAMA,FOOD PACKAGING,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
UNKNOWN,UNBRANDED,PERSONAL CARE,HDPE,SINGLE LAYER,9,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
POCARI SWEAT,OTSUKA,FOOD PACKAGING,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
FLORIDINA,WINGS INDONESIA,FOOD PACKAGING,PET,SINGLE LAYER,3,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
FLORIDINA,WINGS INDONESIA,FOOD PACKAGING,PET,SINGLE LAYER,3,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
LARUTAN CAP BADAK,SINDE BUDI SENTOSA,FOOD PACKAGING,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
YOU C-1000,DJOJONEGORO,FOOD PACKAGING,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
YOU C-1000,DJOJONEGORO,FOOD PACKAGING,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
GOOD DAY COFFEE,PT. SANTOS JAYA ABADI,FOOD PACKAGING,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
GOOD DAY COFFEE,PT. SANTOS JAYA ABADI,FOOD PACKAGING,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
COCA COLA,THE COCA-COLA COMPANY,FOOD PACKAGING,PET,SINGLE LAYER,2,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
COCA COLA,THE COCA-COLA COMPANY,FOOD PACKAGING,PET,SINGLE LAYER,2,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
MOMOYO,PT. JUNYI JAYA INDONESIA,FOOD PACKAGING,PP,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
COCA COLA,THE COCA-COLA COMPANY,FOOD PACKAGING,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
COCA COLA,THE COCA-COLA COMPANY,FOOD PACKAGING,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
SPRITE,THE COCA-COLA COMPANY,FOOD PACKAGING,PET,SINGLE LAYER,2,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
SPRITE,THE COCA-COLA COMPANY,FOOD PACKAGING,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
ISOPLUS,WINGS,FOOD PACKAGING,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
ISOPLUS,WINGS,FOOD PACKAGING,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
GUAVA VITA,UNKNOWN,FOOD PACKAGING,PP,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
POCARI SWEAT,OTSUKA,FOOD PACKAGING,PET,SINGLE LAYER,2,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
POCARI SWEAT,OTSUKA,FOOD PACKAGING,PET,SINGLE LAYER,3,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
SAVAY,UNKNOWN,FOOD PACKAGING,PP,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
AICE,AICE,FOOD PACKAGING,PP,SINGLE LAYER,2,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
PAPER CUP,UNBRANDED,FOOD PACKAGING,PS,SINGLE LAYER,13,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
PAPER CUP,UNBRANDED,FOOD PACKAGING,OTHERS,SINGLE LAYER,3,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
OLALA JELLY DRINK,WINGS,FOOD PACKAGING,PP,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
FLOW,UNKNOWN,FOOD PACKAGING,PP,SINGLE LAYER,4,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
OASIS,LASSONDE,FOOD PACKAGING,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
QUEEN,INTERBIS SEJAHTERA,FOOD PACKAGING,PP,SINGLE LAYER,2,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
VITA JELLY,ORANG TUA,FOOD PACKAGING,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
HN SWEAT,UNKNOWN,FOOD PACKAGING,PP,SINGLE LAYER,2,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
FRUITAMIN,INDOFOOD,FOOD PACKAGING,PP,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
KOPI NONGKRONG,WINGS,FOOD PACKAGING,PP,SINGLE LAYER,3,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
INDOMILK,INDOFOOD,FOOD PACKAGING,HDPE,SINGLE LAYER,2,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
ANZY,UNKNOWN,FOOD PACKAGING,PP,SINGLE LAYER,2,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
HYDRO COCO,KALBE FARMA TBK,FOOD PACKAGING,OTHERS,MULTI LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
CRYSTALLINE,ORANG TUA,FOOD PACKAGING,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
NU MILK TEA,PT. ABC PRESIDENT INDONESIA,FOOD PACKAGING,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
NU MILK TEA,PT. ABC PRESIDENT INDONESIA,FOOD PACKAGING,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
ADEM SARI,SARI ENESIS INDAH,FOOD PACKAGING,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
ADEM SARI,SARI ENESIS INDAH,FOOD PACKAGING,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
MILKU,WINGS,FOOD PACKAGING,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
KOPIKAP,PT TIRTA FRESINDO JAYA,FOOD PACKAGING,PP,SINGLE LAYER,2,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
GOLDA,WINGS,FOOD PACKAGING,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
GOLDA,WINGS,FOOD PACKAGING,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
TEBS,SINAR SOSRO,FOOD PACKAGING,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
TEBS,SINAR SOSRO,FOOD PACKAGING,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
AQUA,DANONE,FOOD PACKAGING,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
AQUA,DANONE,FOOD PACKAGING,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
TEH BOTTLE SOSRO,SINAR SOSRO,FOOD PACKAGING,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
TEH BOTTLE SOSRO,SINAR SOSRO,FOOD PACKAGING,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
NUTRIBOOST,THE COCA-COLA COMPANY,FOOD PACKAGING,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
NUTRIBOOST,THE COCA-COLA COMPANY,FOOD PACKAGING,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
LE MINERALE,MAYORA INDAH,FOOD PACKAGING,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
LE MINERALE,MAYORA INDAH,FOOD PACKAGING,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
UNKNOWN,UNBRANDED,OTHERS,LDPE,SINGLE LAYER,1062,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
PLASTIK KRESEK,UNKNOWN,OTHERS,LDPE,SINGLE LAYER,49,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
AOKA,INDONESIA BAKERY FAMILY,FOOD PACKAGING,LDPE,SINGLE LAYER,5,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
JORDAN,JORDAN BAKERY,FOOD PACKAGING,LDPE,SINGLE LAYER,10,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
2 JEMPOL,UNKNOWN,FOOD PACKAGING,LDPE,SINGLE LAYER,13,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
DAIA,WINGS,PERSONAL CARE,LDPE,SINGLE LAYER,7,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
KOPI BALI LUMBUNG MAS,UD. LUMBUNG MAS,FOOD PACKAGING,LDPE,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
DANGDUT,WINGS,PERSONAL CARE,LDPE,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
TALI RAFIA,UNKNOWN,OTHERS,LDPE,SINGLE LAYER,26,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
AJINOMOTO,AJI FROZEN USA CORPORATION,FOOD PACKAGING,LDPE,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
ROSE BRAND,CV BUMI WARAS,FOOD PACKAGING,LDPE,SINGLE LAYER,2,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
NEXTAR,NABATI,FOOD PACKAGING,LDPE,MULTI LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
MIE SEDAP,WINGS,FOOD PACKAGING,LDPE,SINGLE LAYER,3,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
UNKNOWN,UNBRANDED,FOOD PACKAGING,PS,SINGLE LAYER,32,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
KOPI ABC,SANTOS JAYA ABADI,FOOD PACKAGING,PET,MULTI LAYER,3,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
UNKNOWN,UNBRANDED,OTHERS,OTHERS,SINGLE LAYER,12,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
UNKNOWN,UNBRANDED,OTHERS,OTHERS,SINGLE LAYER,5,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
UNKNOWN,UNBRANDED,OTHERS,OTHERS,SINGLE LAYER,2,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
KIKO,PANDARIA MAKMUR (KIKO FACT),FOOD PACKAGING,PET,SINGLE LAYER,3,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
UNKNOWN,UNBRANDED,HOUSEHOLD PRODUCT,PVC,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
POLYTEX,POLYTEX,HOUSEHOLD PRODUCT,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
JAGO,UNKNOWN,FOOD PACKAGING,LDPE,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
GORIORIO,SIANTAR TOP,FOOD PACKAGING,PET,MULTI LAYER,4,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
PIE SUSU DHIAN,CV DHIAN MANDIRI,FOOD PACKAGING,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
ESCADO TIKTOK,PT. INDOSARI MANDIRI,FOOD PACKAGING,PET,UNSURE,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
KACANG GARING BOBY,UNKNOWN,FOOD PACKAGING,PET,SINGLE LAYER,6,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
CHIKI,INDOFOOD,FOOD PACKAGING,PET,MULTI LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
SUPERSTAR,MAYORA INDAH,FOOD PACKAGING,PET,MULTI LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
KACANG ATOM,CV GANGSAR,FOOD PACKAGING,PET,UNSURE,6,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
PUTRI SEJATI,UNKNOWN,FOOD PACKAGING,PP,UNSURE,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
AQUA,DANONE,FOOD PACKAGING,PET,MULTI LAYER,8,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
LE MINERALE,MAYORA INDAH,FOOD PACKAGING,PET,MULTI LAYER,4,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
POCARI SWEAT,OTSUKA,FOOD PACKAGING,PET,SINGLE LAYER,3,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
MIE BURUNG DARA,SURYA PRATISTA HUTAMA,FOOD PACKAGING,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
BENG-BENG,MAYORA INDAH,FOOD PACKAGING,PET,MULTI LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
ROTI MODERN,UNKNOWN,FOOD PACKAGING,PET,MULTI LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
CLUB,INDOFOOD,FOOD PACKAGING,PET,SINGLE LAYER,2,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
KOPI BANYUATIS,CV. PUSAKA BALI PERSADA,FOOD PACKAGING,PET,SINGLE LAYER,2,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
DOVE,"MARS, INCORPORATED",PERSONAL CARE,PET,MULTI LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
SASA,SASA INTI,FOOD PACKAGING,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
KEVINS,UNKNOWN,OTHERS,OTHERS,SINGLE LAYER,2,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
KELINCI EMAS,UNKNOWN,FOOD PACKAGING,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
LIFEBOUY,UNILEVER,PERSONAL CARE,PET,MULTI LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
FRENCH FRIES,SIANTAR TOP,FOOD PACKAGING,PET,MULTI LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
SARI ROTI,NIPPON INDOSARI CORPINDO,FOOD PACKAGING,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
NESCAFE,NESTLE,FOOD PACKAGING,PET,MULTI LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
RAJAWALI,UNBRANDED,FOOD PACKAGING,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
PASEO,ASIA PULP & PAPER GROUP,PERSONAL CARE,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
INTERNASIONAL,UNKNOWN,SMOKING MATERIAL,OTHERS,SINGLE LAYER,4,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
MAMYPOKO,LG HOUSEHOLD & HEALTH CARE,PERSONAL CARE,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
NARMADA,NARMADA AWET MUDA,FOOD PACKAGING,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
SO NICE,SO GOOD,FOOD PACKAGING,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
COCA COLA,THE COCA-COLA COMPANY,FOOD PACKAGING,PET,MULTI LAYER,2,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
YAKULT,YAKULT,FOOD PACKAGING,PET,SINGLE LAYER,3,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
CHAMP NUGGET,PT. CHAROEN POKPHAND INDONESIA,FOOD PACKAGING,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
KOPI TUGU BUAYA,PT. INDRACO JAYA PERKASA GRESIK,FOOD PACKAGING,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
KUDAMAS,PT. ANEKA INTI BUMI TANGERANG,FOOD PACKAGING,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
CHIP MART,UNKNOWN,FOOD PACKAGING,PET,MULTI LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
TRUFFLE,UNKNOWN,FOOD PACKAGING,PET,MULTI LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
FANTA,THE COCA-COLA COMPANY,FOOD PACKAGING,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
SAJIKU,AJINOMOTO,FOOD PACKAGING,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
OSAKA,UNBRANDED,FOOD PACKAGING,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
PIE SUSU CHANDRA,PIE SUSU CHANDRA,FOOD PACKAGING,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
CHOCOLATOS,GARUDA FOOD,FOOD PACKAGING,PET,MULTI LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
TERASI UDANG,UNKNOWN,FOOD PACKAGING,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
ROMA,MAYORA INDAH,FOOD PACKAGING,PET,MULTI LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
SARIMI,INDOFOOD,FOOD PACKAGING,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
LOMBOK SAOS,ECHO,FOOD PACKAGING,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
WALLS,UNILEVER,FOOD PACKAGING,PET,MULTI LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
LATEX GLOVES,UNKNOWN,HOUSEHOLD PRODUCT,PET,SINGLE LAYER,3,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
TERASI BONANG,UD. HARTA LAUT,FOOD PACKAGING,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
RINDU MAS,UNKNOWN,FOOD PACKAGING,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
FULLO,PREMIER MARKETING PUBLIC COMPANY LIMITED,FOOD PACKAGING,PET,MULTI LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
KACANG SANGHAI,UNKNOWN,FOOD PACKAGING,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
BOLA MAS,UNKNOWN,FOOD PACKAGING,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
SAMYANG,SAMYANG FOODS,FOOD PACKAGING,PET,MULTI LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
COY BAKERY,PT. GOOD SPICE FOOD BANDUNG,FOOD PACKAGING,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
LEMONILO,LEMONILO,FOOD PACKAGING,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
BIJAG,SINAR PANGAN SEJAHTERA,FOOD PACKAGING,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
MY JELLY,WONG COCO,FOOD PACKAGING,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
PADIMAS,STANLY TRIJAYA MANDIRI,FOOD PACKAGING,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
BISKUIT REGI,PT. JAYA UTAMA SANTIKAH,FOOD PACKAGING,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
BLUDER,COKRO GROUP,FOOD PACKAGING,PET,SINGLE LAYER,2,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
KAOS LAMPU,UNKNOWN,FISHING GEAR,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
CLEO,TANOBEL FOOD,FOOD PACKAGING,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
NEA BEAUTY,CV. NEA BEAUTY,PERSONAL CARE,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
GABIN,PT. PANCA PEDJA SEJAHTERA,FOOD PACKAGING,PET,MULTI LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
MILKITA,UNIFAM,FOOD PACKAGING,PET,MULTI LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
RELAXA,AGEL LANGGENG,FOOD PACKAGING,PET,MULTI LAYER,7,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
POWER PROPELLER,UNKNOWN,FISHING GEAR,OTHERS,MULTI LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
SPRITE,THE COCA-COLA COMPANY,FOOD PACKAGING,PET,MULTI LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
IRC TIRE,UNKNOWN,FISHING GEAR,PS,MULTI LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
SNACK MISTER KING,UNKNOWN,FOOD PACKAGING,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
CARBON CAIL PANCING,UNKNOWN,FISHING GEAR,PP,MULTI LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
ROMA,MAYORA INDAH,FOOD PACKAGING,PET,MULTI LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
MIZONE,DANONE,FOOD PACKAGING,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
AICE,AICE,FOOD PACKAGING,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
NEOTOGEN,PT. WIHADIL,FOOD PACKAGING,LDPE,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
BOLA LAMPU,UNKNOWN,HOUSEHOLD PRODUCT,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
RINSO,UNILEVER,PERSONAL CARE,LDPE,MULTI LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
BAWANG MERAH GORENG,INDRA MUKTI SEGARA,FOOD PACKAGING,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
LUMP SUGAR,PT. JAYA UTAMA SANTIKAH,FOOD PACKAGING,PET,MULTI LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
TERASI UDANG,UNKNOWN,FOOD PACKAGING,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
REBO,GUMINDO BOGAMANIS,FOOD PACKAGING,PET,MULTI LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
AICE,AICE,FOOD PACKAGING,PET,MULTI LAYER,2,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
MILKU,WINGS,FOOD PACKAGING,PET,MULTI LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
BAMBOE,UNKNOWN,OTHERS,OTHERS,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
BISTIK,UNKNOWN,OTHERS,OTHERS,MULTI LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
SAMBAL FRIED CHICKEN,INDOFOOD,FOOD PACKAGING,PET,MULTI LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
OKKY JELLY DRINK,TUDUNG GROUP,FOOD PACKAGING,PET,MULTI LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
JAIPONG KACANG,UNKNOWN,FOOD PACKAGING,PET,MULTI LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
TOP BINTANG PERMEN,UNKNOWN,FOOD PACKAGING,PET,MULTI LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
YUPI,YUPINDO,FOOD PACKAGING,PET,SINGLE LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
KUACI,FOR EAST,FOOD PACKAGING,PET,MULTI LAYER,1,DENPASAR,BALI,2023-09-24,COAST/SHORELINE
